Inscrição,Quadra,Lote,Origem,Tributo,Ano,Mês,Situação,Valor Atual,Juros,Multa,Total Divida,Vencidas,A Vencer
105.375.0370.000,04,28,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.375.0370.000,04,28,Imóvel,ITU,2024,01,Dívida Corrente,1612.88,0.0,0.0,1612.88,0,8
105.376.0012.000,05,01,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0012.000,05,01,Imóvel,ITU,2024,01,Dívida Corrente,2256.16,0.0,0.0,2256.16,0,8
105.376.0024.000,05,02,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0024.000,05,02,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.376.0036.000,05,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0036.000,05,03,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.376.0048.000,05,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0048.000,05,04,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.376.0060.000,05,05,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0060.000,05,05,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.376.0094.000,05,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0094.000,05,08,Imóvel,ITU,2024,01,Dívida Corrente,2428.24,0.0,0.0,2428.24,0,8
105.376.0133.000,05,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0133.000,05,09,Imóvel,ITU,2024,01,Dívida Corrente,3449.36,0.0,0.0,3449.36,0,8
105.376.0145.000,05,10,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0145.000,05,10,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.376.0157.000,05,11,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0157.000,05,11,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.376.0181.000,05,13,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0181.000,05,13,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.376.0261.000,05,18,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.376.0261.000,05,18,Imóvel,ITU,2024,01,Dívida Corrente,1880.08,0.0,0.0,1880.08,0,8
105.377.0061.000,06,05,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.377.0061.000,06,05,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.377.0073.000,06,06,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.377.0073.000,06,06,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.377.0109.000,06,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.377.0109.000,06,09,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.377.0133.000,06,11,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.377.0133.000,06,11,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.377.0199.000,06,13,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.377.0199.000,06,13,Imóvel,ITU,2024,01,Dívida Corrente,2457.68,0.0,0.0,2457.68,0,8
105.377.0199.000,06,13,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.377.0199.000,06,13,Imóvel,ITU - DA,2022,01,Dívida Ativa,2457.69,417.81,491.54,3367.04,1,0
105.377.0199.000,06,13,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.377.0199.000,06,13,Imóvel,ITU - DA,2023,01,Dívida Ativa,2457.69,221.19,491.54,3170.42,1,0
105.377.0235.000,06,16,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.377.0235.000,06,16,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.377.0235.000,06,16,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.377.0235.000,06,16,Imóvel,ITU - DA,2022,01,Dívida Ativa,1344.09,228.5,268.82,1841.41,1,0
105.377.0235.000,06,16,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.377.0235.000,06,16,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.382.0049.000,11,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.382.0049.000,11,04,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.382.0049.000,11,04,Imóvel,ITU - DA,2023,01,Dívida Ativa,336.02,10.08,26.88,372.98,1,0
105.382.0109.000,11,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.382.0109.000,11,09,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.382.0109.000,11,09,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.382.0109.000,11,09,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.382.0235.000,11,16,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.382.0235.000,11,16,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.382.0235.000,11,16,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.382.0235.000,11,16,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.382.0247.000,11,17,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.382.0247.000,11,17,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.382.0247.000,11,17,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.382.0247.000,11,17,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.383.0259.000,12,18,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.383.0259.000,12,18,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.383.0259.000,12,18,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.383.0259.000,12,18,Imóvel,ITU - DA,2022,01,Dívida Ativa,1344.09,228.5,268.82,1841.41,1,0
105.383.0259.000,12,18,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.383.0259.000,12,18,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.384.0133.000,13,11,Imóvel,CIP,2024,01,Dívida Corrente,31.8,0.0,0.0,31.8,0,1
105.384.0133.000,13,11,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.384.0133.000,13,11,Imóvel,CIP - DA,2022,01,Dívida Ativa,30.61,5.2,6.12,41.93,1,0
105.384.0133.000,13,11,Imóvel,ITU - DA,2022,01,Dívida Ativa,1344.09,228.5,268.82,1841.41,1,0
105.386.0235.000,15,16,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.386.0235.000,15,16,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.387.0061.000,16,05,Imóvel,CIP,2024,01,Dívida Corrente,31.8,0.0,0.0,31.8,0,1
105.387.0061.000,16,05,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.387.0061.000,16,05,Imóvel,CIP - DA,2023,01,Dívida Ativa,33.3,3.0,6.66,42.96,1,0
105.387.0061.000,16,05,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.387.0319.000,16,23,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.387.0319.000,16,23,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.388.0013.000,17,01,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.388.0013.000,17,01,Imóvel,ITU,2024,01,Dívida Corrente,2048.08,0.0,0.0,2048.08,0,8
105.388.0049.000,17,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.388.0049.000,17,04,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.388.0049.000,17,04,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.388.0049.000,17,04,Imóvel,ITU - DA,2022,01,Dívida Ativa,1344.09,228.5,268.82,1841.41,1,0
105.388.0049.000,17,04,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.388.0049.000,17,04,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.388.0247.000,17,17,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.388.0247.000,17,17,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.389.0061.000,18,05,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.389.0061.000,18,05,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.389.0121.000,18,10,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.389.0121.000,18,10,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.389.0295.000,18,21,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.389.0295.000,18,21,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.389.0295.000,18,21,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.389.0295.000,18,21,Imóvel,ITU - DA,2022,01,Dívida Ativa,1344.09,228.5,268.82,1841.41,1,0
105.389.0295.000,18,21,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.389.0295.000,18,21,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.389.0352.000,18,24,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.389.0352.000,18,24,Imóvel,ITU,2024,01,Dívida Corrente,2457.68,0.0,0.0,2457.68,0,8
105.390.0208.000,19,13,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.390.0208.000,19,13,Imóvel,ITU,2024,01,Dívida Corrente,2410.4,0.0,0.0,2410.4,0,8
105.390.0328.000,19,23,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.390.0328.000,19,23,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.390.0366.000,19,24,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.390.0366.000,19,24,Imóvel,ITU,2024,01,Dívida Corrente,2407.2,0.0,0.0,2407.2,0,8
105.391.0208.000,20,13,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.391.0208.000,20,13,Imóvel,ITU,2024,01,Dívida Corrente,2895.2,0.0,0.0,2895.2,0,8
105.391.0328.000,20,23,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.391.0328.000,20,23,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.391.0328.000,20,23,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.391.0328.000,20,23,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.391.0366.000,20,24,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.391.0366.000,20,24,Imóvel,ITU,2024,01,Dívida Corrente,2888.64,0.0,0.0,2888.64,0,8
105.392.0196.000,21,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.392.0196.000,21,03,Imóvel,ITU,2024,01,Dívida Corrente,1350.8,0.0,0.0,1350.8,0,8
105.392.0209.000,21,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.392.0209.000,21,04,Imóvel,ITU,2024,01,Dívida Corrente,1350.8,0.0,0.0,1350.8,0,8
105.392.0209.000,21,04,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.392.0209.000,21,04,Imóvel,ITU - DA,2023,01,Dívida Ativa,1350.8,121.57,270.16,1742.53,1,0
105.392.0222.000,21,05,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.392.0222.000,21,05,Imóvel,ITU,2024,01,Dívida Corrente,1350.8,0.0,0.0,1350.8,0,8
105.392.0222.000,21,05,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.392.0222.000,21,05,Imóvel,ITU - DA,2023,01,Dívida Ativa,1350.8,121.57,270.16,1742.53,1,0
105.392.0235.000,21,06,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.392.0235.000,21,06,Imóvel,ITU,2024,01,Dívida Corrente,1350.8,0.0,0.0,1350.8,0,8
105.392.0235.000,21,06,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.392.0235.000,21,06,Imóvel,ITU - DA,2023,01,Dívida Ativa,1350.8,121.57,270.16,1742.53,1,0
105.393.0155.000,22,10,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.393.0155.000,22,10,Imóvel,ITU,2024,01,Dívida Corrente,1620.4,0.0,0.0,1620.4,0,8
105.393.0274.000,22,17,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.393.0274.000,22,17,Imóvel,ITU,2024,01,Dívida Corrente,1350.4,0.0,0.0,1350.4,0,8
105.393.0288.000,22,18,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.393.0288.000,22,18,Imóvel,ITU,2024,01,Dívida Corrente,1350.4,0.0,0.0,1350.4,0,8
105.394.0013.000,23,01,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.394.0013.000,23,01,Imóvel,ITU,2024,01,Dívida Corrente,2100.16,0.0,0.0,2100.16,0,8
105.394.0013.000,23,01,Imóvel,Parcelamento DA,2023,09,Dívida Corrente,416.98,0.0,0.0,416.98,0,1
105.394.0306.000,23,19,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.394.0306.000,23,19,Imóvel,ITU,2024,01,Dívida Corrente,1350.4,0.0,0.0,1350.4,0,8
105.394.0306.000,23,19,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.394.0306.000,23,19,Imóvel,ITU - DA,2023,01,Dívida Ativa,1350.35,121.53,270.07,1741.95,1,0
105.394.0367.000,23,22,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.394.0367.000,23,22,Imóvel,ITU,2024,01,Dívida Corrente,2095.12,0.0,0.0,2095.12,0,8
105.395.0097.000,24,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.395.0097.000,24,08,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.396.0223.000,25,15,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.396.0223.000,25,15,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.396.0223.000,25,15,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.396.0223.000,25,15,Imóvel,ITU - DA,2022,01,Dívida Ativa,1344.09,228.5,268.82,1841.41,1,0
105.396.0223.000,25,15,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.396.0223.000,25,15,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.396.0247.000,25,17,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.396.0247.000,25,17,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.397.0286.000,26,18,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.397.0286.000,26,18,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.398.0066.000,27,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.398.0066.000,27,03,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.398.0066.000,27,03,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.398.0066.000,27,03,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.399.0117.000,28,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.399.0117.000,28,09,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.399.0259.000,28,16,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.399.0259.000,28,16,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.399.0319.000,28,21,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.399.0319.000,28,21,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.399.0331.000,28,22,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.399.0331.000,28,22,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.399.0342.000,28,23,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.399.0342.000,28,23,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.400.0319.000,29,21,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.400.0319.000,29,21,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.401.0045.000,30,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.401.0045.000,30,03,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.403.0343.000,32,23,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.403.0343.000,32,23,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.404.0045.000,33,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.404.0045.000,33,03,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.405.0165.000,34,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.405.0165.000,34,09,Imóvel,ITU,2024,01,Dívida Corrente,1388.16,0.0,0.0,1388.16,0,8
105.405.0165.000,34,09,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.405.0165.000,34,09,Imóvel,ITU - DA,2022,01,Dívida Ativa,1388.17,235.99,277.63,1901.79,1,0
105.405.0165.000,34,09,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.405.0165.000,34,09,Imóvel,ITU - DA,2023,01,Dívida Ativa,1388.17,124.94,277.63,1790.74,1,0
105.405.0201.000,34,12,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.405.0201.000,34,12,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.406.0103.000,35,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.406.0103.000,35,08,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.407.0083.000,36,07,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.407.0083.000,36,07,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.407.0094.000,36,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.407.0094.000,36,08,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.407.0274.000,36,18,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.407.0274.000,36,18,Imóvel,ITU,2024,01,Dívida Corrente,1612.88,0.0,0.0,1612.88,0,8
105.407.0274.000,36,18,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.407.0274.000,36,18,Imóvel,ITU - DA,2022,01,Dívida Ativa,1612.91,274.19,322.58,2209.68,1,0
105.407.0274.000,36,18,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.407.0274.000,36,18,Imóvel,ITU - DA,2023,01,Dívida Ativa,1612.9,145.16,322.58,2080.64,1,0
105.407.0289.000,36,19,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.407.0289.000,36,19,Imóvel,ITU,2024,01,Dívida Corrente,1612.88,0.0,0.0,1612.88,0,8
105.407.0289.000,36,19,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.407.0289.000,36,19,Imóvel,ITU - DA,2022,01,Dívida Ativa,1612.91,274.19,322.58,2209.68,1,0
105.407.0289.000,36,19,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.407.0289.000,36,19,Imóvel,ITU - DA,2023,01,Dívida Ativa,1612.9,145.16,322.58,2080.64,1,0
105.408.0032.000,37,02,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.408.0032.000,37,02,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.408.0116.000,37,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.408.0116.000,37,09,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.408.0116.000,37,09,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.408.0116.000,37,09,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.409.0090.000,38,07,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.409.0090.000,38,07,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.409.0090.000,38,07,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.409.0090.000,38,07,Imóvel,ITU - DA,2022,01,Dívida Ativa,1344.09,228.5,268.82,1841.41,1,0
105.409.0090.000,38,07,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.409.0090.000,38,07,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.409.0102.000,38,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.409.0102.000,38,08,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.409.0458.000,38,33,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.409.0458.000,38,33,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.409.0458.000,38,33,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.409.0458.000,38,33,Imóvel,ITU - DA,2022,01,Dívida Ativa,1344.09,228.5,268.82,1841.41,1,0
105.409.0458.000,38,33,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.409.0458.000,38,33,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.410.0400.000,39,30,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.410.0400.000,39,30,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.410.0412.000,39,31,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.410.0412.000,39,31,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.411.0358.000,40,25,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.411.0358.000,40,25,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.411.0358.000,40,25,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.411.0358.000,40,25,Imóvel,ITU - DA,2022,01,Dívida Ativa,2352.16,399.87,470.43,3222.46,1,0
105.411.0358.000,40,25,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.411.0358.000,40,25,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.412.0117.000,41,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.412.0117.000,41,09,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.412.0117.000,41,09,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.412.0117.000,41,09,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
